orderID,price,quantity,type,side,fullyFilled
476,74193,28,1,0,1
475,74193,28,1,1,0
216,74188,142,1,0,1
475,74188,142,1,1,0
219,74188,81,1,0,0
475,74188,81,1,1,1
470,74206,176,1,1,1
485,74206,176,1,0,0
472,74206,205,1,1,1
485,74206,205,1,0,0
484,74206,78,1,1,0
485,74206,78,1,0,1
487,74192,288,1,0,0
490,74192,288,1,1,1
490,0,0,1,1,1
487,74192,2,1,0,1
491,74192,2,1,1,0
483,74190,255,1,0,0
491,74190,255,1,1,1
485,74201,130,1,1,1
494,74201,130,1,0,0
484,74206,179,1,1,0
494,74206,179,1,0,1
270,74185,152,0,0,1
48,74182,305,0,0,1
270,74196,133,1,0,1
502,74196,133,1,1,0
500,74191,24,1,0,0
502,74191,24,1,1,1
332,74174,417,0,0,1
270,74199,209,1,0,1
506,74199,209,1,1,0
500,74191,6,1,0,0
506,74191,6,1,1,1
507,74196,242,1,0,0
508,74196,242,1,1,1
318,74214,312,0,1,1
329,74186,266,0,0,1
507,74196,169,1,0,1
515,74196,169,1,1,0
500,74191,8,1,0,0
515,74191,8,1,1,1
484,74206,98,1,1,1
516,74206,98,1,0,0
332,74206,254,1,1,0
516,74206,254,1,0,1
262,74212,163,0,1,1
525,74205,143,1,0,0
526,74205,143,1,1,1
525,74205,84,1,0,1
528,74205,84,1,1,0
500,74191,309,1,0,1
525,74191,309,1,1,0
484,74191,68,1,0,0
525,74191,68,1,1,1
259,74180,330,0,0,1
525,74194,230,1,0,1
530,74194,230,1,1,0
484,74191,31,1,0,0
530,74191,31,1,1,1
484,74191,114,1,0,0
530,74191,114,1,1,1
484,74191,147,1,0,0
525,74191,147,1,1,1
505,74206,143,0,1,1
525,74192,466,1,1,1
532,74192,466,1,0,0
540,74203,210,1,1,1
541,74203,210,1,0,0
528,74205,12,1,1,0
541,74205,12,1,0,1
528,74205,14,1,1,1
541,74205,14,1,0,0
332,74206,124,1,1,1
541,74206,124,1,0,0
471,74207,30,1,1,0
541,74207,30,1,0,1
471,74207,337,1,1,0
528,74207,337,1,0,1
532,74197,29,1,0,1
528,74197,29,1,1,0
484,74191,68,1,0,1
528,74191,68,1,1,0
483,74190,16,1,0,0
528,74190,16,1,1,1
471,74207,76,1,1,1
545,74207,76,1,0,0
514,74208,324,1,1,0
545,74208,324,1,0,1
514,74208,171,1,1,1
471,74208,171,1,0,0
